"Site.Name","Year","pJan","pFeb","pMar","pApr","pMay","pJun","pJul","pAug","pSep","pOct","pNov","pDec","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"Austin Cary FL","1907",13.5919475322603,13.5467459333397,16.3280506151996,20.2878560047129,23.5524583725103,27.147085056717,27.0352425455847,27.6847682276966,27.1181548553313,20.6747790282575,18.0756327937419,13.6803969063719,16.6421318383789,14.6858256517717,21.8911777737523,18.7211720852396,24.2954808045018,26.311068031557,27.292334287608,27.2827625228458,26.4244979037541,20.9509141045107,17.0801229463291,13.4545339396351
"Austin Cary FL","1908",16.6421318383789,14.6858256517717,21.8911777737523,18.7211720852396,24.2954808045018,26.311068031557,27.292334287608,27.2827625228458,26.4244979037541,20.9509141045107,17.0801229463291,13.4545339396351,12.7169183538013,12.4957968929295,20.2208605555713,23.894987022045,23.9570907717423,26.0702166873891,26.9222353928259,27.0625941847843,25.2728139901561,19.8908895354201,17.6172463977416,15.8007994626217
"Austin Cary FL","1909",12.7169183538013,12.4957968929295,20.2208605555713,23.894987022045,23.9570907717423,26.0702166873891,26.9222353928259,27.0625941847843,25.2728139901561,19.8908895354201,17.6172463977416,15.8007994626217,15.7705898897669,14.2054555727935,18.2345929019464,21.4724004726231,23.5197003046048,27.237713526322,26.6449466320407,27.4957631612939,25.4113232974858,21.0407570442568,18.1785156944046,11.3019035957596
"Austin Cary FL","1910",15.7705898897669,14.2054555727935,18.2345929019464,21.4724004726231,23.5197003046048,27.237713526322,26.6449466320407,27.4957631612939,25.4113232974858,21.0407570442568,18.1785156944046,11.3019035957596,11.9662344158147,13.0933248692584,17.9490432520556,19.8339585836073,23.8301956414702,25.7850279460156,26.6515330668876,26.8130162381263,26.0061838110732,22.3860749525295,14.6866204563541,10.6710589038229
"Austin Cary FL","1911",11.9662344158147,13.0933248692584,17.9490432520556,19.8339585836073,23.8301956414702,25.7850279460156,26.6515330668876,26.8130162381263,26.0061838110732,22.3860749525295,14.6866204563541,10.6710589038229,14.9358711280294,16.5596638976751,18.2263244529646,21.7505546841845,23.2056632718364,27.2963332280075,26.9245450415197,26.6961485140124,26.9703211873616,24.3747426742413,17.4708655620458,16.0424744965997
"Austin Cary FL","1912",14.9358711280294,16.5596638976751,18.2263244529646,21.7505546841845,23.2056632718364,27.2963332280075,26.9245450415197,26.6961485140124,26.9703211873616,24.3747426742413,17.4708655620458,16.0424744965997,12.0996490030608,11.0781745690217,17.6747509562225,21.8406963870321,25.1555843092234,25.5189735414937,27.3649188767767,26.9245595898417,26.6804083519181,23.1296348035066,15.4546876627108,15.9976845311509
"Austin Cary FL","1913",12.0996490030608,11.0781745690217,17.6747509562225,21.8406963870321,25.1555843092234,25.5189735414937,27.3649188767767,26.9245595898417,26.6804083519181,23.1296348035066,15.4546876627108,15.9976845311509,18.0357272398265,14.8480918350153,19.2997955709383,19.4273325271419,23.1018348129646,25.4039874887442,27.2711927947413,26.6306250433079,25.0804333986921,19.9455121140343,17.356449312249,14.4214095871711
"Austin Cary FL","1914",18.0357272398265,14.8480918350153,19.2997955709383,19.4273325271419,23.1018348129646,25.4039874887442,27.2711927947413,26.6306250433079,25.0804333986921,19.9455121140343,17.356449312249,14.4214095871711,13.0014980628965,13.5632466239997,14.3639261622006,21.0592927190723,23.8186417771678,27.9094510026657,27.1693385946794,27.5745309052761,24.8699551948078,21.9679636300803,16.5075673899373,13.4451781715122
"Austin Cary FL","1915",13.0014980628965,13.5632466239997,14.3639261622006,21.0592927190723,23.8186417771678,27.9094510026657,27.1693385946794,27.5745309052761,24.8699551948078,21.9679636300803,16.5075673899373,13.4451781715122,13.114997425281,13.7682763788258,12.8059430796808,18.9059642282436,25.4643873541479,26.596641191612,27.911189500749,27.9178049791282,26.7106347557541,23.3443284329007,18.5365874735699,11.6144916383819
"Austin Cary FL","1916",13.114997425281,13.7682763788258,12.8059430796808,18.9059642282436,25.4643873541479,26.596641191612,27.911189500749,27.9178049791282,26.7106347557541,23.3443284329007,18.5365874735699,11.6144916383819,17.2873739538745,14.3815375737485,15.8521589636913,19.5361238782057,24.3003310340865,25.8424233492091,26.7270436910381,27.1707628143892,25.2735965467362,21.7387345451731,17.0292136545322,14.6130620288306
"Austin Cary FL","1917",17.2873739538745,14.3815375737485,15.8521589636913,19.5361238782057,24.3003310340865,25.8424233492091,26.7270436910381,27.1707628143892,25.2735965467362,21.7387345451731,17.0292136545322,14.6130620288306,16.9468466926699,14.0709208374656,18.9801516340414,20.4684056216447,22.4427518758995,26.1235057942511,26.9811839038526,27.058673769885,25.040076581122,20.0939275474043,14.1840829261056,10.0600157581821
"Austin Cary FL","1918",16.9468466926699,14.0709208374656,18.9801516340414,20.4684056216447,22.4427518758995,26.1235057942511,26.9811839038526,27.058673769885,25.040076581122,20.0939275474043,14.1840829261056,10.0600157581821,9.96441854111124,17.7824681460899,20.0475374455228,19.3367698212756,23.3044763979504,26.7817212558943,26.0946022562055,27.1983237557385,24.8149419339052,24.1530570306666,16.2609630344966,14.210827104075
"Austin Cary FL","1919",9.96441854111124,17.7824681460899,20.0475374455228,19.3367698212756,23.3044763979504,26.7817212558943,26.0946022562055,27.1983237557385,24.8149419339052,24.1530570306666,16.2609630344966,14.210827104075,12.9444565113403,14.1510152758453,18.2194181925899,19.5124932129539,23.9299679867581,25.5493306799,26.9065200589757,27.2509529873214,25.7471033168503,25.4621585461599,19.3203944130987,13.7243884124683
"Austin Cary FL","1920",12.9444565113403,14.1510152758453,18.2194181925899,19.5124932129539,23.9299679867581,25.5493306799,26.9065200589757,27.2509529873214,25.7471033168503,25.4621585461599,19.3203944130987,13.7243884124683,14.4606107626797,12.0829891023298,15.962878496245,20.8202980371553,22.8651490386113,25.6300745412512,26.8268744048679,27.0729641296142,26.2926107842574,20.7132070199267,16.5189018867932,12.9675661708615
"Austin Cary FL","1921",14.4606107626797,12.0829891023298,15.962878496245,20.8202980371553,22.8651490386113,25.6300745412512,26.8268744048679,27.0729641296142,26.2926107842574,20.7132070199267,16.5189018867932,12.9675661708615,14.3867608902615,15.5919449876688,21.1442371325618,20.53231590971,22.7260908350106,26.9640494432655,26.547469349551,27.2568251241514,27.2606819099932,21.1943796865595,18.7511712111437,15.9953214650923
"Austin Cary FL","1922",14.3867608902615,15.5919449876688,21.1442371325618,20.53231590971,22.7260908350106,26.9640494432655,26.547469349551,27.2568251241514,27.2606819099932,21.1943796865595,18.7511712111437,15.9953214650923,12.4374363296689,17.4192785316591,18.7098923218811,22.0575429798656,24.3174729335586,25.8791492153357,26.3585561881354,25.6507757176315,25.1002859734852,22.6131789164734,18.1532248599259,16.382121860147
"Austin Cary FL","1923",12.4374363296689,17.4192785316591,18.7098923218811,22.0575429798656,24.3174729335586,25.8791492153357,26.3585561881354,25.6507757176315,25.1002859734852,22.6131789164734,18.1532248599259,16.382121860147,15.2005997070872,15.4267808853753,18.7785133543855,21.2865912984732,22.6159462203175,25.7324685677074,26.8254242111001,27.2401790573195,25.9828673882491,21.0995678801184,14.98145648736,16.644710765507
"Austin Cary FL","1924",15.2005997070872,15.4267808853753,18.7785133543855,21.2865912984732,22.6159462203175,25.7324685677074,26.8254242111001,27.2401790573195,25.9828673882491,21.0995678801184,14.98145648736,16.644710765507,13.6697663970938,12.6858644784597,14.7774504684166,20.3296885912443,23.2888483731518,27.2246325749422,27.1211701352825,27.7366470494956,25.4311172672752,20.1760049743416,16.9164203623744,15.5781897158602
"Austin Cary FL","1925",13.6697663970938,12.6858644784597,14.7774504684166,20.3296885912443,23.2888483731518,27.2246325749422,27.1211701352825,27.7366470494956,25.4311172672752,20.1760049743416,16.9164203623744,15.5781897158602,15.5376390632037,15.6660079437614,17.9544791156967,20.6971509460955,22.9268460539261,26.3754556598983,27.2484582956326,27.1047857859014,27.9670426995143,22.6862683388668,15.9983601835741,12.5485647457347
"Austin Cary FL","1926",15.5376390632037,15.6660079437614,17.9544791156967,20.6971509460955,22.9268460539261,26.3754556598983,27.2484582956326,27.1047857859014,27.9670426995143,22.6862683388668,15.9983601835741,12.5485647457347,12.152710664372,14.2935624857521,14.8719773161127,19.4138356656704,23.2988514957731,25.8724093738638,26.9629365118408,27.6715593136372,26.5198417102897,22.1260836597509,15.6083931358918,16.2487177076293
"Austin Cary FL","1927",12.152710664372,14.2935624857521,14.8719773161127,19.4138356656704,23.2988514957731,25.8724093738638,26.9629365118408,27.6715593136372,26.5198417102897,22.1260836597509,15.6083931358918,16.2487177076293,13.4212596558573,18.4259364413336,18.0075723212644,21.8700344104917,24.7124309105293,27.4579753641054,27.4356595437133,27.2579340380178,26.0149335398219,22.1192425661001,19.0054970851798,13.4845838635196
"Austin Cary FL","1928",13.4212596558573,18.4259364413336,18.0075723212644,21.8700344104917,24.7124309105293,27.4579753641054,27.4356595437133,27.2579340380178,26.0149335398219,22.1192425661001,19.0054970851798,13.4845838635196,11.6153011651301,14.6944368915642,18.3349353229748,19.2787336836811,22.032052878792,26.0097647011193,27.2561092887671,27.1811017673356,25.7102437268585,22.8764633575928,15.9926865622517,13.3662239063744
"Austin Cary FL","1929",11.6153011651301,14.6944368915642,18.3349353229748,19.2787336836811,22.032052878792,26.0097647011193,27.2561092887671,27.1811017673356,25.7102437268585,22.8764633575928,15.9926865622517,13.3662239063744,15.2593419194705,15.9032069794354,19.7492404632961,21.9552340241127,24.05631462778,25.6599300581202,26.5513657816024,27.1987107509002,25.7434870412739,21.0807214024291,18.6956619012327,12.5512095098326
"Austin Cary FL","1930",15.2593419194705,15.9032069794354,19.7492404632961,21.9552340241127,24.05631462778,25.6599300581202,26.5513657816024,27.1987107509002,25.7434870412739,21.0807214024291,18.6956619012327,12.5512095098326,14.2282709780577,15.9716165662944,14.6245259188926,20.466855230015,24.3000213443654,24.7616841718976,27.8250866637555,26.2598541627801,27.033600253914,19.9830158974922,16.1580715103928,10.6676677490365
"Austin Cary FL","1931",14.2282709780577,15.9716165662944,14.6245259188926,20.466855230015,24.3000213443654,24.7616841718976,27.8250866637555,26.2598541627801,27.033600253914,19.9830158974922,16.1580715103928,10.6676677490365,11.4833848431219,13.2680394236712,14.3621519705452,18.8019330742875,22.7722346192929,26.5667273340516,28.3539962694446,26.9402112264745,26.7465691031342,22.560276186706,19.1442706408464,20.032306507886
"Austin Cary FL","1932",11.4833848431219,13.2680394236712,14.3621519705452,18.8019330742875,22.7722346192929,26.5667273340516,28.3539962694446,26.9402112264745,26.7465691031342,22.560276186706,19.1442706408464,20.032306507886,17.8475775019492,19.3283643088034,15.1192406979679,20.1529742615393,23.9822876387654,26.1764285267682,28.4385469338565,27.2741909935087,25.445295028419,22.1862534389268,15.6009470533951,17.2226986708388
"Austin Cary FL","1933",17.8475775019492,19.3283643088034,15.1192406979679,20.1529742615393,23.9822876387654,26.1764285267682,28.4385469338565,27.2741909935087,25.445295028419,22.1862534389268,15.6009470533951,17.2226986708388,15.6060490021956,16.8029825786582,17.1294071493895,19.7579930193416,25.7793915689933,25.8795749445193,26.9843798788596,27.3193479390219,27.2245812514205,22.5377597733444,16.0696665776932,16.4823995863516
"Austin Cary FL","1934",15.6060490021956,16.8029825786582,17.1294071493895,19.7579930193416,25.7793915689933,25.8795749445193,26.9843798788596,27.3193479390219,27.2245812514205,22.5377597733444,16.0696665776932,16.4823995863516,15.0531950226332,13.1392545822921,16.9746699798332,20.5614311320735,23.4370311459301,26.5370482494939,27.6189993398808,27.2149984699978,26.315378300928,22.9957305682218,18.0468909818546,13.8349770156064
"Austin Cary FL","1935",15.0531950226332,13.1392545822921,16.9746699798332,20.5614311320735,23.4370311459301,26.5370482494939,27.6189993398808,27.2149984699978,26.315378300928,22.9957305682218,18.0468909818546,13.8349770156064,14.4780666874486,14.1412901040872,20.2371090016598,21.2550023264006,24.959226592042,26.933491888432,26.6003115645308,27.5652009864017,25.7404465484382,23.1079852951207,18.3796526718741,9.96496215804954
"Austin Cary FL","1936",14.4780666874486,14.1412901040872,20.2371090016598,21.2550023264006,24.959226592042,26.933491888432,26.6003115645308,27.5652009864017,25.7404465484382,23.1079852951207,18.3796526718741,9.96496215804954,13.6409849695138,13.1054481804029,17.8756800349265,20.5131245283006,24.1432804250626,25.9448486483571,27.4031518745278,27.4530216958776,26.8748155897772,23.2025930592789,16.0444319021426,14.700019320155
"Austin Cary FL","1937",13.6409849695138,13.1054481804029,17.8756800349265,20.5131245283006,24.1432804250626,25.9448486483571,27.4031518745278,27.4530216958776,26.8748155897772,23.2025930592789,16.0444319021426,14.700019320155,20.0074878581472,14.6386698420554,15.8458910889051,19.784848971583,23.5270422672627,26.8148247344937,27.1891098041641,27.0046798264209,25.3452904060114,20.6486381474305,15.6105256157815,12.5518575501334
"Austin Cary FL","1938",20.0074878581472,14.6386698420554,15.8458910889051,19.784848971583,23.5270422672627,26.8148247344937,27.1891098041641,27.0046798264209,25.3452904060114,20.6486381474305,15.6105256157815,12.5518575501334,13.2656542503533,16.6136109752929,20.359216818585,20.5604030770912,24.7491968377965,25.5586310304145,26.2237280966673,27.7237467452559,25.2273013187288,19.9940660226709,18.4355904689831,12.9903035017042
"Austin Cary FL","1939",13.2656542503533,16.6136109752929,20.359216818585,20.5604030770912,24.7491968377965,25.5586310304145,26.2237280966673,27.7237467452559,25.2273013187288,19.9940660226709,18.4355904689831,12.9903035017042,14.6132939689061,18.2459429697973,19.2917598519756,20.7371449022056,23.5568360838692,27.0379551916874,27.2082689021786,26.6430696773533,26.5954685796095,22.9068743182779,15.7489982236379,14.0437105618953
"Austin Cary FL","1940",14.6132939689061,18.2459429697973,19.2917598519756,20.7371449022056,23.5568360838692,27.0379551916874,27.2082689021786,26.6430696773533,26.5954685796095,22.9068743182779,15.7489982236379,14.0437105618953,7.93486013842645,12.6438513590512,16.4538917694721,19.0123129742416,22.2411087149973,26.47496228318,27.0954298194537,27.2184909363375,24.1425721341115,20.3550058428438,17.2930071855814,16.4337676302756
"Austin Cary FL","1941",7.93486013842645,12.6438513590512,16.4538917694721,19.0123129742416,22.2411087149973,26.47496228318,27.0954298194537,27.2184909363375,24.1425721341115,20.3550058428438,17.2930071855814,16.4337676302756,12.8397871557605,11.40298564585,14.4818993743273,20.9543136889948,22.9266062877758,26.6984647725067,27.2552325624885,28.2988788232337,26.4265163452289,24.6291506634207,17.7372729365884,15.5832533302374
"Austin Cary FL","1942",12.8397871557605,11.40298564585,14.4818993743273,20.9543136889948,22.9266062877758,26.6984647725067,27.2552325624885,28.2988788232337,26.4265163452289,24.6291506634207,17.7372729365884,15.5832533302374,12.3798965756705,11.1643281542935,16.1060186512788,19.6157436345101,23.4777403768149,26.1972448198376,28.1593745759958,27.1578671130476,26.1976004327307,21.5440089911423,18.0711113913121,15.2008571554893
"Austin Cary FL","1943",12.3798965756705,11.1643281542935,16.1060186512788,19.6157436345101,23.4777403768149,26.1972448198376,28.1593745759958,27.1578671130476,26.1976004327307,21.5440089911423,18.0711113913121,15.2008571554893,14.7240572252205,13.6470015987778,17.6184183636911,19.8374029136417,24.8076051245724,27.439109518964,27.447941915124,27.4504113625339,25.2830213604467,19.7262679071957,15.8397816268344,13.6051266821217
"Austin Cary FL","1944",14.7240572252205,13.6470015987778,17.6184183636911,19.8374029136417,24.8076051245724,27.439109518964,27.447941915124,27.4504113625339,25.2830213604467,19.7262679071957,15.8397816268344,13.6051266821217,12.4344854262037,17.6593088648399,18.6258733542501,20.8165281969621,24.0124942852483,27.733478407715,26.6584653528695,27.1644875974419,26.9110295751479,20.4927765947287,16.5997433808066,11.7886370663366
"Austin Cary FL","1945",12.4344854262037,17.6593088648399,18.6258733542501,20.8165281969621,24.0124942852483,27.733478407715,26.6584653528695,27.1644875974419,26.9110295751479,20.4927765947287,16.5997433808066,11.7886370663366,12.7583493786963,16.9538222757224,21.4141433704355,22.8487383314548,23.3247101133205,27.4303566207032,26.9587569787204,27.0980815828535,26.9621818826307,21.764381325597,17.0059002001356,12.4474679412474
"Austin Cary FL","1946",12.7583493786963,16.9538222757224,21.4141433704355,22.8487383314548,23.3247101133205,27.4303566207032,26.9587569787204,27.0980815828535,26.9621818826307,21.764381325597,17.0059002001356,12.4474679412474,14.9079732583214,15.0608725554215,18.8198346845917,21.0158424532957,24.4512555383251,25.5589497407889,27.075932898322,26.9501871546995,25.699534948024,22.3653161847679,20.8548212296698,16.1545958325651
"Austin Cary FL","1947",14.9079732583214,15.0608725554215,18.8198346845917,21.0158424532957,24.4512555383251,25.5589497407889,27.075932898322,26.9501871546995,25.699534948024,22.3653161847679,20.8548212296698,16.1545958325651,18.6893485598866,10.7524838455627,14.8392009992525,22.9667088168466,24.4458339776092,26.0235056448265,25.8346233021244,26.9894916410369,25.7156332499649,22.8538334122807,17.8331219264002,14.8562810183761
"Austin Cary FL","1948",18.6893485598866,10.7524838455627,14.8392009992525,22.9667088168466,24.4458339776092,26.0235056448265,25.8346233021244,26.9894916410369,25.7156332499649,22.8538334122807,17.8331219264002,14.8562810183761,11.8339934008535,16.444744327065,19.9985406247782,22.3250812005035,25.1726565339657,27.0992529920971,26.9724291599,26.9434574411983,25.8192363327577,20.4690050248109,21.2580773599658,17.6227054991938
"Austin Cary FL","1949",11.8339934008535,16.444744327065,19.9985406247782,22.3250812005035,25.1726565339657,27.0992529920971,26.9724291599,26.9434574411983,25.8192363327577,20.4690050248109,21.2580773599658,17.6227054991938,17.6734315710687,19.1089835128344,17.6310712042177,20.7131848753233,24.3734888753851,26.4013941175602,27.5439036210681,26.9881234134455,26.2974930205166,24.3732166196737,15.5174214449023,16.1604170623675
"Austin Cary FL","1950",17.6734315710687,19.1089835128344,17.6310712042177,20.7131848753233,24.3734888753851,26.4013941175602,27.5439036210681,26.9881234134455,26.2974930205166,24.3732166196737,15.5174214449023,16.1604170623675,19.3572135785228,16.9776182235606,17.1131789164734,18.0656555306413,25.0452955219008,27.8889165491208,26.5529454962659,27.3411627299943,25.3970395263941,22.9260285861758,14.9547779287701,11.8431052856093
"Austin Cary FL","1951",19.3572135785228,16.9776182235606,17.1131789164734,18.0656555306413,25.0452955219008,27.8889165491208,26.5529454962659,27.3411627299943,25.3970395263941,22.9260285861758,14.9547779287701,11.8431052856093,13.8480268479132,14.4132033487003,18.0162258216293,19.314467199547,23.5888340226322,26.9114898659097,27.3812663609376,28.2151908235687,26.7394460287147,23.3464054578675,15.686833964324,16.4377772366192
"Austin Cary FL","1952",13.8480268479132,14.4132033487003,18.0162258216293,19.314467199547,23.5888340226322,26.9114898659097,27.3812663609376,28.2151908235687,26.7394460287147,23.3464054578675,15.686833964324,16.4377772366192,15.9760491970179,14.7410154284332,18.1572194973614,19.2128566982489,24.311777557145,28.3739291146079,28.0712147154571,27.4396368514197,25.795724654233,20.7915385761634,17.1070329082584,12.976615615049
"Austin Cary FL","1953",15.9760491970179,14.7410154284332,18.1572194973614,19.2128566982489,24.311777557145,28.3739291146079,28.0712147154571,27.4396368514197,25.795724654233,20.7915385761634,17.1070329082584,12.976615615049,14.4123430601578,15.7155159556065,19.5276048569464,20.0901094568422,26.0313507975339,26.844532269707,27.4598694785929,26.8780523283982,25.58868939632,21.0654545615113,16.7081849519148,15.010193755754
"Austin Cary FL","1954",14.4123430601578,15.7155159556065,19.5276048569464,20.0901094568422,26.0313507975339,26.844532269707,27.4598694785929,26.8780523283982,25.58868939632,21.0654545615113,16.7081849519148,15.010193755754,15.0191713547929,15.4804198947554,16.6018535009433,22.4312526457156,22.8473591734015,27.1564281436925,27.527951876411,28.5742879321994,26.6622675463445,21.0617840656889,15.2289910441419,12.0167582167957
"Austin Cary FL","1955",15.0191713547929,15.4804198947554,16.6018535009433,22.4312526457156,22.8473591734015,27.1564281436925,27.527951876411,28.5742879321994,26.6622675463445,21.0617840656889,15.2289910441419,12.0167582167957,12.5500913635422,15.1805798441729,18.6782205442761,21.5418020579546,24.9719067114504,25.5187490218906,27.0510347772312,27.703589948845,26.9041028880579,21.3530779591576,16.6631278783597,13.7626199394595
"Austin Cary FL","1956",12.5500913635422,15.1805798441729,18.6782205442761,21.5418020579546,24.9719067114504,25.5187490218906,27.0510347772312,27.703589948845,26.9041028880579,21.3530779591576,16.6631278783597,13.7626199394595,10.5903088406855,17.5802670494919,17.1640867552391,19.7566194785179,24.7137982662019,25.8464740527419,27.1807793593776,27.6392056277023,24.7407033810143,21.6939042583678,16.0458884450462,16.848564012338
"Austin Cary FL","1957",10.5903088406855,17.5802670494919,17.1640867552391,19.7566194785179,24.7137982662019,25.8464740527419,27.1807793593776,27.6392056277023,24.7407033810143,21.6939042583678,16.0458884450462,16.848564012338,16.4698552210193,18.1619005053536,16.8486744665842,21.1275418397257,24.5428545551838,26.4123878698837,27.6133964450798,26.8733935747456,26.443625345605,19.9541411867468,18.9086947195894,12.6238036106864
"Austin Cary FL","1958",16.4698552210193,18.1619005053536,16.8486744665842,21.1275418397257,24.5428545551838,26.4123878698837,27.6133964450798,26.8733935747456,26.443625345605,19.9541411867468,18.9086947195894,12.6238036106864,9.47568184378829,9.27300042884368,16.1087578909241,20.7466702874523,23.4719168237193,26.8851495680781,27.6321500251218,27.5189144880072,26.8803288690044,20.9315280723463,19.3558150997187,12.96517660177
"Austin Cary FL","1959",9.47568184378829,9.27300042884368,16.1087578909241,20.7466702874523,23.4719168237193,26.8851495680781,27.6321500251218,27.5189144880072,26.8803288690044,20.9315280723463,19.3558150997187,12.96517660177,12.4399949070856,17.7281074418242,16.1080569543726,20.4932911399796,25.1006055167976,26.4918064756186,27.1975272851497,27.4201643184398,26.2172101849916,24.4377799842171,17.3769800815619,13.4303562229763
"Austin Cary FL","1960",12.4399949070856,17.7281074418242,16.1080569543726,20.4932911399796,25.1006055167976,26.4918064756186,27.1975272851497,27.4201643184398,26.2172101849916,24.4377799842171,17.3769800815619,13.4303562229763,13.6010914560532,13.5333655204976,14.5104460270082,21.1965179845639,23.1737614341127,25.7044577394611,27.587521642125,27.1451297385938,26.0191213737479,22.9125865556406,18.7016394509311,10.7179172917566
"Austin Cary FL","1961",13.6010914560532,13.5333655204976,14.5104460270082,21.1965179845639,23.1737614341127,25.7044577394611,27.587521642125,27.1451297385938,26.0191213737479,22.9125865556406,18.7016394509311,10.7179172917566,10.9181734333021,15.8222940061172,19.3854728611711,18.1475398089637,23.4037132436849,25.3854888527522,27.1413038934998,26.8558880107031,25.8947729447772,20.686508241137,18.548299196243,14.7199878156909
"Austin Cary FL","1962",10.9181734333021,15.8222940061172,19.3854728611711,18.1475398089637,23.4037132436849,25.3854888527522,27.1413038934998,26.8558880107031,25.8947729447772,20.686508241137,18.548299196243,14.7199878156909,12.5482950140819,17.5969630762852,15.1533744714753,19.1185128268156,25.1339833098839,26.0114145816946,27.5431192614053,26.9956694985693,25.5428662002075,21.6024695697427,14.689126977975,11.5632083351009
